STATION	STATION_NAME	ELEVATION	LATITUDE	LONGITUDE	DATE	PRCP	TMAX	TMIN
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150514	0	206	94
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150515	0	194	89
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150516	0	217	128
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150517	0	194	111
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150518	0	144	94
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150519	69	183	111
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150520	0	189	106
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150521	0	194	72
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150522	0	244	111
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150523	0	183	67
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150524	0	283	106
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150525	0	272	144
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150526	0	306	178
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150527	0	294	183
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150528	0	300	178
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150529	0	222	128
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150530	0	311	144
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150531	231	250	89
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150601	97	94	83
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150602	188	94	78
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150603	0	133	83
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150604	0	144	94
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150605	0	150	100
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150606	23	194	111
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150607	0	194	117
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150608	0	244	117
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150609	0	256	178
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150610	0	278	167
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150611	0	311	178
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150612	0	261	183
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150613	0	294	178
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150614	0	233	167
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150615	102	172	122
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150616	0	217	133
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150617	0	206	150
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150618	0	244	139
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150619	0	300	172
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150620	10	239	144
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150621	437	244	156
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150622	0	250	161
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150623	3	311	156
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150624	0	289	194
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150625	0	272	178
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150626	0	222	150
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150627	51	200	139
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150628	363	150	111
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150629	0	239	117
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150630	0	239	156
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150701	137	278	167
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150702	0	267	178
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150703	0	244	172
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150704	0	222	167
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150705	0	283	161
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150706	0	267	200
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150707	5	289	183
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150708	0	311	206
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150709	38	206	172
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150710	284	250	156
GHCND:USW00014739	BOSTON LOGAN INTERNATIONAL AIRPORT MA US	3.7	42.3606	-71.0106	20150711	0	283	200
